Asset ID,Asset Type,Floor,Zone,Installation Date,Manufacturer,Operational Time (hrs),Work Orders,Repairs,Last Serviced Date,Failure Probability,Failure_Probability,Predicted_Failure_Next_Month
226,Information Board,5,Fashion,2019-10-05,Manufacturer_D,1414,7,0,2021-09-04,0.00495,6.13685296055939e-08,0
227,Automatic Door,1,Parking,2019-08-10,Manufacturer_D,832,10,3,2022-06-17,0.01562,0.9535866984648655,1
228,Vending Machine,5,Food Court,2020-06-28,Manufacturer_A,6923,1,5,2020-09-03,0.00087,0.9999999178579696,1
229,Elevator,1,Fashion,2022-03-25,Manufacturer_C,9484,7,0,2022-10-01,0.00074,7.933553705560969e-08,0
230,Automatic Door,3,Entertainment,2022-06-30,Manufacturer_B,5306,6,2,2023-03-05,0.00151,0.03279388448420512,0
231,Water Fountain,5,Parking,2019-01-30,Manufacturer_B,4960,6,5,2022-05-30,0.00222,0.9999999125634945,1
232,Automatic Door,5,Electronics,2019-07-05,Manufacturer_C,940,5,5,2022-04-29,0.01064,0.9999999006320056,1
233,ATM,4,Food Court,2022-11-17,Manufacturer_C,4953,2,5,2022-12-17,0.00141,0.9999999125440168,1
234,Water Fountain,1,Entertainment,2021-12-27,Manufacturer_B,7622,1,3,2023-02-22,0.00052,0.9622650577315864,1
235,Water Fountain,4,Food Court,2023-04-28,Manufacturer_C,3940,9,0,2023-06-30,0.00228,6.65048568147717e-08,0
236,Automatic Door,2,Fashion,2019-01-06,Manufacturer_B,8674,6,3,2019-09-27,0.00104,0.9634619311348346,1
237,Automatic Door,1,Entertainment,2019-08-07,Manufacturer_B,321,1,2,2023-09-01,0.00935,0.02811885211454685,0
238,Elevator,2,Entertainment,2023-03-14,Manufacturer_C,8126,8,5,2023-05-12,0.0016,0.9999999209429196,1
239,Escalator,3,Entertainment,2020-04-08,Manufacturer_B,3441,2,0,2022-07-19,0.00058,6.545721351619693e-08,0
240,Vending Machine,3,Parking,2023-09-12,Manufacturer_C,1539,7,5,2023-09-13,0.0078,0.9999999025080535,1
241,Kiosk,5,Entertainment,2023-05-21,Manufacturer_B,9180,7,4,2023-07-29,0.0012,0.9999465898695521,1
242,Escalator,5,Entertainment,2019-07-22,Manufacturer_A,245,9,3,2022-04-15,0.04898,0.9527529672065973,1
243,ATM,1,Parking,2022-12-17,Manufacturer_A,9576,3,5,2023-06-26,0.00084,0.9999999245076866,1
244,Escalator,4,Electronics,2020-02-11,Manufacturer_A,7130,3,0,2023-05-01,0.00042,7.361003890826755e-08,0
245,Information Board,5,Fashion,2019-09-01,Manufacturer_D,6526,7,3,2022-09-06,0.00153,0.96097809591901,1
246,Kiosk,3,Entertainment,2020-05-01,Manufacturer_C,6801,1,5,2023-05-16,0.00088,0.9999999175384692,1
247,Elevator,5,Fashion,2019-01-19,Manufacturer_D,8382,2,2,2022-11-14,0.00048,0.03604450735485359,0
248,Escalator,5,Fashion,2018-09-22,Manufacturer_C,231,4,2,2019-06-03,0.02597,0.02804069484493889,0
249,Escalator,4,Parking,2019-03-18,Manufacturer_B,7757,9,4,2022-01-23,0.00168,0.9999441160002625,1
250,Information Board,1,Parking,2023-01-21,Manufacturer_C,5866,8,0,2023-07-02,0.00136,7.070813876519335e-08,0
251,Escalator,1,Food Court,2023-09-10,Manufacturer_C,4608,8,5,2023-09-13,0.00282,0.9999999115786384,1
252,Elevator,4,Fashion,2022-01-16,Manufacturer_A,9222,1,5,2023-07-10,0.00065,0.9999999236525073,1
253,ATM,2,Food Court,2021-11-17,Manufacturer_C,8381,4,1,2022-08-29,0.0006,5.351474247923719e-05,0
254,Water Fountain,3,Entertainment,2021-02-03,Manufacturer_D,8353,4,0,2023-06-16,0.00048,7.653112477068923e-08,0
255,Elevator,4,Food Court,2020-07-18,Manufacturer_A,4394,2,2,2021-07-14,0.00091,0.03188579041646897,0
256,Kiosk,5,Food Court,2021-10-02,Manufacturer_C,8872,10,1,2023-07-10,0.00124,5.4357361601488974e-05,0
257,Vending Machine,2,Parking,2020-03-24,Manufacturer_B,7546,5,5,2021-12-23,0.00133,0.9999999194703173,1
258,Water Fountain,2,Parking,2023-07-18,Manufacturer_D,9870,1,5,2023-07-30,0.00061,0.9999999252106344,1
259,Elevator,3,Fashion,2019-01-25,Manufacturer_C,1701,3,2,2020-02-28,0.00294,0.029344075115584668,0
260,ATM,3,Parking,2021-03-25,Manufacturer_B,6992,2,3,2022-10-14,0.00072,0.9615303569111674,1
261,Escalator,2,Electronics,2020-09-22,Manufacturer_D,5244,5,4,2022-12-23,0.00172,0.999939464036735,1
262,Kiosk,2,Entertainment,2021-08-02,Manufacturer_B,1004,10,5,2023-09-13,0.01494,0.9999999008341619,1
263,ATM,3,Parking,2019-01-25,Manufacturer_B,1930,1,0,2023-06-02,0.00052,6.238447082616037e-08,0
264,Kiosk,5,Parking,2018-10-04,Manufacturer_D,3522,10,1,2021-01-25,0.00312,4.5848866879224923e-05,0
265,Automatic Door,5,Food Court,2022-08-21,Manufacturer_C,4686,3,3,2023-08-30,0.00128,0.9587223101287656,1
266,Vending Machine,3,Electronics,2022-04-04,Manufacturer_B,9561,2,0,2023-01-28,0.00021,7.953015977283007e-08,0
267,Automatic Door,5,Food Court,2018-12-17,Manufacturer_C,4208,4,0,2020-04-18,0.00095,6.70744229464438e-08,0
268,Vending Machine,3,Entertainment,2022-04-20,Manufacturer_C,1003,1,2,2022-09-05,0.00299,0.02871802359059245,0
269,Water Fountain,4,Fashion,2018-12-17,Manufacturer_B,7861,9,1,2020-08-07,0.00127,5.263659234611115e-05,0
270,Escalator,3,Entertainment,2019-10-30,Manufacturer_C,8519,4,2,2021-10-02,0.0007,0.03619628162361515,0
271,Water Fountain,2,Fashion,2019-11-15,Manufacturer_A,4061,5,5,2021-12-08,0.00246,0.9999999100261353,1
272,ATM,2,Electronics,2020-05-29,Manufacturer_D,5157,9,5,2021-04-22,0.00271,0.9999999131098829,1
273,Information Board,2,Fashion,2020-07-15,Manufacturer_A,1775,5,0,2020-11-02,0.00282,6.207753998460771e-08,0
274,Vending Machine,1,Parking,2021-02-15,Manufacturer_D,637,2,3,2023-05-13,0.00785,0.9533112991735936,1
275,Automatic Door,1,Fashion,2022-03-11,Manufacturer_A,980,8,2,2022-11-26,0.0102,0.028697616511505316,0
276,Vending Machine,5,Entertainment,2020-04-03,Manufacturer_D,3854,6,4,2021-12-15,0.00259,0.999936726603479,1
277,Automatic Door,1,Entertainment,2022-09-20,Manufacturer_B,2495,10,5,2023-04-28,0.00601,0.9999999054291143,1
278,Information Board,5,Entertainment,2021-11-27,Manufacturer_A,942,2,4,2023-04-10,0.00637,0.999930583870952,1
279,Automatic Door,2,Electronics,2022-10-12,Manufacturer_C,2814,0,4,2023-03-07,0.00142,0.9999345978034015,1
280,Escalator,5,Fashion,2019-12-04,Manufacturer_A,2610,3,5,2021-07-19,0.00307,0.9999999057745472,1
281,Elevator,4,Entertainment,2019-01-08,Manufacturer_A,1710,8,4,2019-04-01,0.00702,0.9999322595826236,1
282,ATM,1,Electronics,2023-05-09,Manufacturer_A,2405,3,3,2023-06-18,0.00249,0.9557523866296967,1
283,Escalator,2,Food Court,2021-08-01,Manufacturer_B,3823,0,2,2021-09-01,0.00052,0.031329664966603596,0
284,Information Board,2,Fashion,2020-06-21,Manufacturer_A,6859,6,3,2023-09-10,0.00131,0.9613735070350962,1
285,Vending Machine,4,Electronics,2019-10-24,Manufacturer_C,2525,1,1,2021-02-16,0.00079,4.441721750123608e-05,0
286,Vending Machine,1,Fashion,2020-05-27,Manufacturer_D,9968,1,0,2020-12-14,0.0001,8.056683905981245e-08,0
287,Elevator,2,Food Court,2020-05-26,Manufacturer_A,7417,8,0,2023-09-13,0.00108,7.428535394167393e-08,0
288,Water Fountain,2,Food Court,2022-01-26,Manufacturer_C,1449,3,3,2022-09-07,0.00414,0.9544479430490871,1
289,ATM,4,Food Court,2018-11-24,Manufacturer_C,5054,7,4,2021-04-18,0.00218,0.9999390969598579,1
290,Kiosk,1,Parking,2019-06-09,Manufacturer_C,1173,0,1,2020-02-23,0.00085,4.2546948384656305e-05,0
291,Vending Machine,3,Fashion,2018-10-28,Manufacturer_D,69,3,2,2020-11-08,0.07246,0.027900543095693585,0
292,ATM,3,Entertainment,2020-11-25,Manufacturer_D,85,3,4,2021-02-06,0.08235,0.9999286649892698,1
293,ATM,5,Fashion,2021-05-24,Manufacturer_B,2250,0,3,2022-06-23,0.00133,0.9555433384940314,1
294,Information Board,4,Food Court,2023-02-18,Manufacturer_B,6259,5,2,2023-03-13,0.00112,0.033769482683189585,0
295,Vending Machine,4,Electronics,2019-09-28,Manufacturer_B,2912,7,2,2020-03-26,0.00309,0.030461779369140247,0
296,Vending Machine,2,Fashion,2021-03-28,Manufacturer_C,9598,10,2,2022-12-10,0.00125,0.03741332213839969,0
297,Escalator,2,Food Court,2019-03-01,Manufacturer_D,5726,0,0,2023-07-27,0.0,7.039384675694469e-08,0
298,Kiosk,1,Food Court,2020-03-23,Manufacturer_D,2778,5,1,2020-10-06,0.00216,4.477622594604669e-05,0
299,ATM,5,Fashion,2020-10-06,Manufacturer_D,8756,3,4,2023-06-19,0.0008,0.9999458644288826,1
300,Kiosk,1,Fashion,2023-06-09,Manufacturer_A,4483,0,4,2023-09-12,0.00089,0.9999379803474193,1
301,Kiosk,5,Entertainment,2019-10-18,Manufacturer_B,4367,0,0,2023-01-17,0.0,6.741463998704831e-08,0
302,Escalator,3,Food Court,2022-03-01,Manufacturer_B,846,2,4,2023-05-27,0.00709,0.9999303715133544,1
303,Kiosk,2,Food Court,2019-08-10,Manufacturer_C,2425,10,2,2020-01-04,0.00495,0.03000742480187197,0
304,Vending Machine,3,Electronics,2021-09-14,Manufacturer_C,7469,7,2,2023-05-29,0.0012,0.03504858613621611,0
305,Elevator,5,Food Court,2022-03-25,Manufacturer_C,3854,2,5,2023-02-12,0.00182,0.999999909431541,1
306,Vending Machine,5,Food Court,2021-01-12,Manufacturer_A,6191,8,3,2021-06-16,0.00178,0.9605763930897279,1
307,Elevator,5,Entertainment,2022-03-17,Manufacturer_B,2751,9,2,2023-07-19,0.004,0.030310839271893545,0
308,Escalator,1,Electronics,2020-09-09,Manufacturer_D,5940,3,5,2020-10-07,0.00135,0.9999999152480222,1
309,Information Board,4,Parking,2020-03-27,Manufacturer_D,5528,3,0,2022-05-09,0.00054,6.995173162033038e-08,0
310,Water Fountain,5,Entertainment,2018-12-27,Manufacturer_B,5757,8,4,2022-04-07,0.00208,0.9999404441314347,1
311,Escalator,2,Electronics,2022-05-02,Manufacturer_D,1443,8,0,2023-01-21,0.00554,6.142518574872611e-08,0
312,Automatic Door,4,Electronics,2021-02-12,Manufacturer_D,3919,4,0,2023-06-17,0.00102,6.646043150594366e-08,0
313,Water Fountain,1,Parking,2022-03-10,Manufacturer_C,7357,4,3,2022-12-04,0.00095,0.9619576740568495,1
314,Automatic Door,4,Fashion,2020-12-22,Manufacturer_B,1325,0,5,2022-11-02,0.00377,0.9999999018419142,1
315,Water Fountain,2,Entertainment,2022-05-03,Manufacturer_D,5597,8,0,2023-03-19,0.00143,7.010548593302601e-08,0
316,Elevator,5,Food Court,2022-10-24,Manufacturer_A,5896,10,1,2023-07-01,0.00187,4.944634018128578e-05,0
317,Elevator,4,Entertainment,2020-08-07,Manufacturer_C,8854,3,3,2023-06-15,0.00068,0.9636630269657,1
318,ATM,2,Food Court,2023-07-06,Manufacturer_D,3950,8,5,2023-08-31,0.00329,0.999999909707782,1
319,Vending Machine,3,Electronics,2022-06-17,Manufacturer_A,7642,6,0,2023-02-01,0.00079,7.481911170839591e-08,0
320,Vending Machine,5,Entertainment,2020-12-12,Manufacturer_B,2827,7,5,2021-02-27,0.00424,0.9999999064229314,1
321,Elevator,3,Food Court,2019-07-07,Manufacturer_C,1719,7,2,2019-07-07,0.00524,0.029360393540636836,0
322,Information Board,2,Food Court,2019-11-04,Manufacturer_B,6718,3,3,2022-08-11,0.00089,0.961206552329708,1
323,Escalator,4,Electronics,2022-03-20,Manufacturer_A,6785,6,2,2022-03-23,0.00118,0.034319892174493945,0
324,Automatic Door,4,Entertainment,2021-07-20,Manufacturer_C,3528,3,4,2022-10-20,0.00198,0.9999360668701835,1
325,Automatic Door,2,Electronics,2023-01-04,Manufacturer_C,6457,7,1,2023-02-07,0.00124,5.033689398837888e-05,0
326,ATM,4,Parking,2019-01-18,Manufacturer_A,7843,7,0,2022-09-22,0.00089,7.529917785125936e-08,0
327,Escalator,3,Entertainment,2019-12-21,Manufacturer_B,2464,1,2,2023-06-16,0.00122,0.030043567285079047,0
328,Vending Machine,2,Entertainment,2023-02-04,Manufacturer_A,422,10,3,2023-08-12,0.03081,0.9530058526654799,1
329,Water Fountain,4,Fashion,2020-06-07,Manufacturer_C,9068,3,2,2020-07-17,0.00055,0.0368106796529256,0
330,Information Board,1,Fashion,2019-10-14,Manufacturer_B,2867,1,1,2022-01-13,0.0007,4.4903206149310696e-05,0
331,Water Fountain,4,Parking,2020-05-12,Manufacturer_D,9315,2,2,2020-06-22,0.00043,0.03709036328467316,0
332,Vending Machine,4,Parking,2022-09-08,Manufacturer_D,1041,10,1,2023-06-29,0.01057,4.236862220254443e-05,0
333,Escalator,4,Electronics,2023-07-02,Manufacturer_A,524,9,2,2023-07-22,0.02099,0.028295917631862736,0
334,Automatic Door,2,Food Court,2020-12-16,Manufacturer_D,6377,8,1,2021-04-14,0.00141,5.0208924963472986e-05,0
335,Automatic Door,3,Food Court,2021-06-12,Manufacturer_A,8062,9,4,2022-09-11,0.00161,0.9999446557102591,1
336,Water Fountain,2,Parking,2019-03-04,Manufacturer_D,7405,7,5,2021-01-16,0.00162,0.9999999191081973,1
337,ATM,2,Electronics,2021-11-06,Manufacturer_B,9037,3,4,2022-05-01,0.00077,0.9999463462973328,1
338,ATM,1,Entertainment,2018-10-13,Manufacturer_D,5153,6,2,2020-11-20,0.00155,0.03263981427450324,0
339,Water Fountain,2,Food Court,2020-02-23,Manufacturer_C,4740,0,2,2022-04-29,0.00042,0.032227409768328205,0
340,Elevator,3,Food Court,2019-12-11,Manufacturer_D,9957,9,3,2021-06-07,0.00121,0.9648722263361755,1
341,Vending Machine,1,Entertainment,2023-06-05,Manufacturer_B,9104,1,3,2023-06-25,0.00044,0.9639405606237339,1
342,Vending Machine,1,Electronics,2020-09-15,Manufacturer_C,1601,3,4,2021-12-24,0.00437,0.9999320242397037,1
343,Escalator,5,Entertainment,2023-03-19,Manufacturer_A,9301,0,5,2023-06-08,0.00054,0.9999999238441883,1
344,Vending Machine,2,Food Court,2020-09-03,Manufacturer_D,4411,1,4,2021-03-29,0.00113,0.9999378381029659,1
345,Vending Machine,2,Parking,2023-02-25,Manufacturer_D,8898,7,1,2023-07-19,0.0009,5.440234897878559e-05,0
346,Escalator,1,Fashion,2022-06-28,Manufacturer_D,8238,9,1,2022-11-17,0.00121,5.3271801065194835e-05,0
347,Automatic Door,4,Parking,2020-06-05,Manufacturer_B,7308,5,3,2023-03-12,0.00109,0.9619005742201884,1
348,Automatic Door,5,Parking,2021-11-08,Manufacturer_C,4263,1,2,2022-06-11,0.0007,0.031757365067452456,0
349,Escalator,5,Food Court,2022-08-18,Manufacturer_D,4047,3,0,2023-06-04,0.00074,6.673167589117605e-08,0
350,Escalator,3,Food Court,2022-09-25,Manufacturer_C,9070,8,2,2022-12-14,0.0011,0.036812936131500114,0
351,ATM,2,Entertainment,2022-11-20,Manufacturer_D,6070,7,5,2023-04-03,0.00198,0.9999999155978851,1
352,ATM,2,Entertainment,2022-04-25,Manufacturer_B,1942,5,0,2023-01-20,0.00257,6.240829641018226e-08,0
353,Vending Machine,5,Fashion,2023-09-12,Manufacturer_D,3414,6,5,2023-09-16,0.00322,0.9999999081545838,1
354,Automatic Door,4,Electronics,2019-06-01,Manufacturer_B,7008,10,0,2020-05-02,0.00143,7.332483395678148e-08,0
355,ATM,5,Entertainment,2019-05-07,Manufacturer_A,2555,2,2,2019-07-09,0.00157,0.03012806386619468,0
356,Vending Machine,3,Fashion,2023-02-26,Manufacturer_D,2458,2,1,2023-07-17,0.00122,4.43226271238061e-05,0
357,Kiosk,1,Entertainment,2022-05-21,Manufacturer_B,885,2,4,2022-08-28,0.00678,0.9999304578618614,1
358,Escalator,3,Food Court,2022-06-29,Manufacturer_A,119,1,3,2023-08-25,0.03361,0.9525721595573757,1
359,Kiosk,1,Electronics,2021-08-04,Manufacturer_A,6390,3,2,2022-10-16,0.00078,0.03390576000784446,0
360,Escalator,3,Entertainment,2019-08-31,Manufacturer_A,2698,4,5,2020-11-03,0.00334,0.9999999060380262,1
361,Elevator,5,Electronics,2021-01-31,Manufacturer_C,3426,4,0,2021-03-15,0.00117,6.542597804762866e-08,0
362,Vending Machine,1,Entertainment,2020-03-09,Manufacturer_C,9967,0,5,2022-03-15,0.0005,0.9999999254411205,1
363,Kiosk,1,Food Court,2021-05-18,Manufacturer_A,949,6,4,2021-06-17,0.01054,0.9999305993300035,1
364,Water Fountain,3,Parking,2020-04-26,Manufacturer_C,648,6,1,2020-12-04,0.0108,4.184210935697388e-05,0
365,Information Board,3,Food Court,2022-03-28,Manufacturer_D,4524,1,4,2023-09-16,0.00111,0.9999380612022444,1
366,Information Board,3,Entertainment,2020-03-10,Manufacturer_B,6102,1,2,2021-10-20,0.00049,0.033606854257976396,0
367,Information Board,5,Fashion,2019-02-09,Manufacturer_C,7458,1,3,2022-06-09,0.00054,0.9620751104346792,1
368,Information Board,2,Entertainment,2019-08-14,Manufacturer_A,2744,6,3,2021-04-22,0.00328,0.9562063322328813,1
369,Escalator,5,Electronics,2021-06-27,Manufacturer_B,1776,1,5,2022-12-28,0.00338,0.9999999032405125,1
370,Elevator,4,Fashion,2022-11-05,Manufacturer_C,5615,9,2,2022-12-02,0.00196,0.033107191003113254,0
371,ATM,1,Entertainment,2018-12-28,Manufacturer_A,3664,10,0,2022-06-22,0.00273,6.592334349725098e-08,0
372,Information Board,5,Electronics,2021-05-28,Manufacturer_A,3088,0,1,2021-08-29,0.00032,4.522007594170712e-05,0
373,Kiosk,2,Food Court,2021-04-12,Manufacturer_B,5404,7,3,2022-06-23,0.00185,0.9596170339528011,1
374,Escalator,4,Entertainment,2019-11-27,Manufacturer_C,3204,6,3,2022-11-08,0.00281,0.9568152036258266,1
375,Water Fountain,4,Electronics,2020-06-21,Manufacturer_C,1404,3,1,2022-02-22,0.00285,4.2860827062665586e-05,0
376,Automatic Door,2,Electronics,2020-11-17,Manufacturer_B,1440,0,2,2022-01-02,0.00139,0.029108444128053208,0
377,ATM,3,Electronics,2020-02-05,Manufacturer_B,3835,10,2,2021-02-27,0.00313,0.031341255238941136,0
378,Information Board,1,Electronics,2020-10-14,Manufacturer_B,7238,8,0,2021-01-09,0.00111,7.386344097376508e-08,0
379,Elevator,5,Parking,2023-08-08,Manufacturer_D,2033,8,0,2023-08-25,0.00394,6.258927014376468e-08,0
380,ATM,4,Food Court,2020-05-28,Manufacturer_B,9442,3,2,2022-06-27,0.00053,0.03723496247595228,0
381,Kiosk,1,Parking,2021-05-06,Manufacturer_A,2722,10,2,2022-06-13,0.00441,0.03028372841781576,0
382,Water Fountain,1,Electronics,2023-08-16,Manufacturer_D,4901,9,4,2023-09-07,0.00265,0.9999387997492177,1
383,Water Fountain,3,Electronics,2022-02-26,Manufacturer_C,3655,7,1,2022-09-21,0.00219,4.604330547813678e-05,0
384,Elevator,4,Entertainment,2022-04-23,Manufacturer_B,2896,10,3,2023-02-05,0.00449,0.9564084252818389,1
385,ATM,1,Parking,2020-02-04,Manufacturer_D,5592,5,0,2020-02-26,0.00089,7.009433296770423e-08,0
386,Kiosk,4,Entertainment,2018-09-27,Manufacturer_B,3177,6,2,2020-10-18,0.00252,0.030711807765415083,0
387,Escalator,5,Fashion,2022-04-20,Manufacturer_A,5141,7,5,2023-06-16,0.00233,0.9999999130656338,1
388,Water Fountain,3,Fashion,2022-08-12,Manufacturer_D,5552,4,1,2022-10-25,0.0009,4.89080709962935e-05,0
389,ATM,2,Parking,2021-07-12,Manufacturer_B,8175,10,4,2022-02-06,0.00171,0.9999448543424694,1
390,Kiosk,5,Electronics,2019-08-10,Manufacturer_D,7678,2,1,2022-03-15,0.00039,5.233099104864897e-05,0
391,Kiosk,4,Food Court,2022-09-22,Manufacturer_C,3978,1,2,2023-06-28,0.00075,0.031479692352073,0
392,Escalator,1,Electronics,2019-03-13,Manufacturer_C,5273,2,5,2023-07-31,0.00133,0.9999999134300157,1
393,Automatic Door,4,Electronics,2020-03-15,Manufacturer_B,7016,10,3,2021-10-04,0.00185,0.9615585954521209,1
394,Information Board,5,Entertainment,2022-12-01,Manufacturer_C,4579,5,2,2023-02-01,0.00153,0.03206801022947977,0
395,Escalator,4,Parking,2019-07-17,Manufacturer_B,405,7,1,2020-02-17,0.01975,4.1519834246590456e-05,0
396,Elevator,4,Electronics,2019-06-08,Manufacturer_B,3760,1,5,2021-10-14,0.0016,0.9999999091602363,1
397,Water Fountain,1,Food Court,2023-03-19,Manufacturer_B,9683,0,0,2023-06-02,0.0,7.983950101500375e-08,0
398,Kiosk,1,Fashion,2021-11-20,Manufacturer_B,2258,2,2,2022-11-19,0.00177,0.02985313678406092,0
399,ATM,5,Parking,2022-02-25,Manufacturer_A,1055,1,0,2023-02-06,0.00095,6.067147812816816e-08,0
400,Vending Machine,4,Entertainment,2022-06-20,Manufacturer_A,6654,10,0,2023-04-26,0.0015,7.250351184736065e-08,0
401,Kiosk,2,Fashion,2021-03-04,Manufacturer_B,865,0,1,2023-03-08,0.00116,4.2132016014492835e-05,0
402,Elevator,4,Parking,2018-10-22,Manufacturer_B,609,7,1,2023-04-19,0.01314,4.179021818251554e-05,0
403,Automatic Door,2,Food Court,2019-10-06,Manufacturer_C,6177,1,3,2022-12-12,0.00065,0.9605595194670735,1
404,Kiosk,4,Entertainment,2020-11-04,Manufacturer_B,9983,9,1,2022-09-07,0.001,5.631327737836235e-05,0
405,Automatic Door,5,Entertainment,2019-07-10,Manufacturer_D,2757,2,5,2020-11-23,0.00254,0.999999906214264,1
406,Kiosk,2,Fashion,2022-08-19,Manufacturer_C,962,5,4,2023-09-04,0.00936,0.9999306280305381,1
407,Vending Machine,3,Entertainment,2022-12-07,Manufacturer_D,1563,8,0,2023-06-15,0.00512,6.16601815180809e-08,0
408,ATM,1,Parking,2021-12-16,Manufacturer_C,991,0,5,2023-07-22,0.00505,0.9999999007931321,1
409,Escalator,1,Entertainment,2022-11-08,Manufacturer_C,4202,3,3,2023-07-16,0.00143,0.9581085100543103,1
410,Escalator,2,Parking,2023-09-03,Manufacturer_C,2159,7,2,2023-09-13,0.00417,0.02976203592471462,0
411,Information Board,3,Parking,2018-09-27,Manufacturer_D,781,2,1,2023-08-26,0.00384,4.201955657454476e-05,0
412,Vending Machine,5,Electronics,2019-08-14,Manufacturer_D,4468,4,5,2023-08-26,0.00201,0.9999999111838577,1
413,Automatic Door,1,Entertainment,2021-11-27,Manufacturer_B,7247,8,0,2022-03-25,0.0011,7.388459714743184e-08,0
414,Automatic Door,5,Entertainment,2020-05-05,Manufacturer_B,3486,7,5,2022-09-13,0.00344,0.9999999083647659,1
415,Automatic Door,3,Entertainment,2023-04-08,Manufacturer_C,2672,9,5,2023-06-18,0.00524,0.9999999059602569,1
416,Escalator,2,Fashion,2018-10-10,Manufacturer_D,5498,10,1,2022-05-27,0.002,4.882410896393819e-05,0
417,Elevator,2,Electronics,2020-12-27,Manufacturer_C,5827,7,2,2022-03-29,0.00154,0.03332381562099598,0
418,Vending Machine,5,Fashion,2019-10-13,Manufacturer_C,511,2,0,2021-05-08,0.00391,5.963028106679736e-08,0
419,Information Board,1,Electronics,2021-10-27,Manufacturer_A,8520,5,0,2021-12-12,0.00059,7.693889158800855e-08,0
420,Vending Machine,4,Electronics,2019-01-19,Manufacturer_D,6466,7,3,2019-11-09,0.00155,0.9609064389591063,1
421,Water Fountain,1,Food Court,2021-11-08,Manufacturer_C,6805,10,5,2022-02-17,0.0022,0.9999999175489641,1
422,Automatic Door,4,Food Court,2022-06-13,Manufacturer_D,4358,8,2,2023-07-14,0.00229,0.03185044799234287,0
423,Kiosk,1,Parking,2019-01-21,Manufacturer_D,2716,3,1,2022-02-28,0.00147,4.468798008204759e-05,0
424,Automatic Door,2,Food Court,2023-04-20,Manufacturer_B,5453,0,2,2023-08-03,0.00037,0.03294257439484629,0
425,Vending Machine,2,Food Court,2021-05-28,Manufacturer_B,4011,10,5,2022-06-06,0.00374,0.9999999098828721,1
426,Escalator,4,Fashion,2018-10-17,Manufacturer_B,3353,9,0,2021-01-22,0.00268,6.52741780834583e-08,0
427,Information Board,5,Electronics,2019-06-03,Manufacturer_C,6878,9,1,2022-07-24,0.00145,5.101572471729976e-05,0
428,Elevator,3,Electronics,2022-12-08,Manufacturer_D,5592,2,2,2023-07-27,0.00072,0.03308377121135719,0
429,Elevator,5,Electronics,2020-04-22,Manufacturer_C,1576,1,1,2021-04-02,0.00127,4.3096040540967626e-05,0
430,Elevator,1,Food Court,2021-10-14,Manufacturer_C,8243,9,5,2023-01-31,0.0017,0.999999921236699,1
431,Kiosk,2,Parking,2020-02-23,Manufacturer_B,259,2,2,2021-09-23,0.01544,0.028064987805023242,0
432,ATM,5,Electronics,2019-02-18,Manufacturer_B,7596,3,5,2022-09-04,0.00105,0.9999999195983391,1
433,Elevator,4,Parking,2021-01-03,Manufacturer_B,6221,2,0,2022-08-07,0.00032,7.151139830288503e-08,0
434,Information Board,1,Fashion,2022-05-21,Manufacturer_B,792,3,3,2023-02-23,0.00758,0.9535303325832072,1
435,Vending Machine,2,Fashion,2020-06-03,Manufacturer_C,7348,3,3,2021-10-22,0.00082,0.9619471924971198,1
436,Automatic Door,2,Parking,2022-09-26,Manufacturer_B,8325,6,0,2022-11-04,0.00072,7.646296854069085e-08,0
437,Elevator,5,Entertainment,2019-11-04,Manufacturer_B,5839,0,1,2022-04-06,0.00017,4.935674251406324e-05,0
438,Vending Machine,2,Fashion,2023-04-28,Manufacturer_B,854,2,2,2023-06-17,0.00468,0.02858607069315882,0
439,ATM,3,Food Court,2021-10-19,Manufacturer_C,3215,10,5,2022-01-31,0.00467,0.9999999075711533,1
440,Escalator,5,Food Court,2020-04-01,Manufacturer_D,7064,9,1,2023-01-24,0.00142,5.131854396136008e-05,0
441,Vending Machine,4,Fashion,2023-09-16,Manufacturer_C,7598,2,5,2023-09-16,0.00092,0.9999999196034557,1
442,Information Board,5,Fashion,2019-11-09,Manufacturer_D,9725,3,4,2021-08-15,0.00072,0.9999475080751538,1
443,Water Fountain,3,Entertainment,2021-08-22,Manufacturer_A,3313,4,0,2023-03-08,0.00121,6.519114944055891e-08,0
444,Kiosk,5,Fashion,2022-01-27,Manufacturer_D,5736,4,4,2022-09-17,0.00139,0.9999404043238335,1
445,Vending Machine,1,Fashion,2021-05-25,Manufacturer_C,5714,3,3,2023-05-04,0.00105,0.9599975673037219,1
446,Escalator,3,Food Court,2022-01-12,Manufacturer_C,6541,8,0,2022-08-05,0.00122,7.22432803753555e-08,0
447,Escalator,5,Entertainment,2023-07-31,Manufacturer_D,8743,10,1,2023-09-05,0.00126,5.4134704553151464e-05,0
448,Elevator,5,Food Court,2019-11-21,Manufacturer_B,7944,4,4,2020-06-02,0.00101,0.9999444475253637,1
449,Information Board,2,Food Court,2023-05-15,Manufacturer_D,9470,7,2,2023-07-26,0.00095,0.037266915447709055,0
450,Information Board,1,Fashion,2020-12-07,Manufacturer_D,8557,2,4,2022-07-11,0.0007,0.9999455205616369,1
451,Information Board,3,Fashion,2023-03-01,Manufacturer_A,2135,8,1,2023-07-03,0.00422,4.386943539566014e-05,0
